Entry	Protein names	Gene Names
A0A6M4JFC1	Assimilatory nitrate reductase electron transfer subunit NasB	nasB HIR78_01940
A0A6M4JFC4	Sporulation-specific transcription regulator SopVIF	spoVIF HIR78_06515
A0A6M4JFC8	Carboxymuconolactone decarboxylase family protein	HIR78_03090
A0A6M4JFD0	YckD family protein	HIR78_01990
A0A6M4JFD6	DinB family protein	HIR78_07220
A0A6M4JFD7	Nitroreductase family protein	HIR78_03140
A0A6M4JFD9	LysM peptidoglycan-binding domain-containing protein	HIR78_07010
A0A6M4JFE1	Petrobactin ABC transporter permease YclN	yclN pbtN HIR78_02200
A0A6M4JFE2	Surfactin non-ribosomal peptide synthetase SrfAC	srfAC HIR78_02040
A0A6M4JFE4	Spore germination protein	HIR78_03190
A0A6M4JFE9	Mannose transport/utilization transcriptional regulator ManR	manR HIR78_06630
A0A6M4JFF1	Transcriptional regulator BsdA	bsdA HIR78_02095
A0A6M4JFF3	Protein yippee-like	HIR78_07270
A0A6M4JFF9	Spore germination protein GerKC	gerKC HIR78_02145
A0A6M4JFH0	50S ribosomal protein L6	HIR78_07370
A0A6M4JFH2	Lipoprotein	HIR78_02995
A0A6M4JFH3	Fructokinase GmuE	gmuE ydhR HIR78_03340
A0A6M4JFH7	NAD(P)/FAD-dependent oxidoreductase	HIR78_06785
A0A6M4JFH9	Transcriptional regulator GabR	gabR HIR78_02245
A0A6M4JFI2	Anti-sigma-I factor RsgI	rsgI HIR78_07420
A0A6M4JFI6	PTS sugar transporter subunit IIA	HIR78_02295
A0A6M4JFI9	GNAT family N-acetyltransferase	HIR78_02415
A0A6M4JFJ5	8-oxo-dGTP diphosphatase MutT	mutT HIR78_02475
A0A6M4JFJ6	Manganese catalase family protein	HIR78_06885
A0A6M4JFJ7	5-oxoprolinase subunit B (EC 3.5.2.9)	pxpB HIR78_02350
A0A6M4JFK2	Metallophosphoesterase	HIR78_07375
A0A6M4JFK4	PBSX phage terminase small subunit	HIR78_06935
A0A6M4JFK7	Fur-regulated basic protein FbpB	fbpB HIR78_02580
A0A6M4JFL1	Alpha/beta-type small acid-soluble spore protein	HIR78_07425
A0A6M4JFL2	Alanine:cation symporter family protein	HIR78_01455
A0A6M4JFL3	Phage-like element PBSX protein XkdK	HIR78_06985
A0A6M4JFL4	D-lyxose ketol-isomerase (EC 5.3.1.15)	lyxE HIR78_02410
A0A6M4JFL9	DUF1541 domain-containing protein	HIR78_03305
A0A6M4JFM2	RNA polymerase sigma factor SigB	sigB HIR78_02685
A0A6M4JFM3	Ig-like_bact domain-containing protein	HIR78_07040
A0A6M4JFN1	YdiK family protein	HIR78_03445
A0A6M4JFN7	Acyl-CoA/acyl-ACP dehydrogenase	HIR78_02575
A0A6M4JFP1	MgtC/SapB family protein	HIR78_03795
A0A6M4JFP4	Response regulator aspartate phosphatase RapI	rapI HIR78_02880
A0A6M4JFP5	Rhomboid family intramembrane serine protease	HIR78_02625
A0A6M4JFQ0	Alkaline phosphatase PhoD (EC 3.1.3.1)	phoD HIR78_01565
A0A6M4JFQ2	Outer spore coat copper-dependent laccase CotA	cotA HIR78_03610
A0A6M4JFR0	DUF1801 domain-containing protein	HIR78_02990
A0A6M4JFR1	Fur-regulated basic protein FbpA	fbpA HIR78_03660
A0A6M4JFR2	Site-specific integrase	HIR78_02765
A0A6M4JFS1	HTH psq-type domain-containing protein	HIR78_01615
A0A6M4JFS2	Fur-regulated basic protein B	HIR78_03100
A0A6M4JFS3	Phage protein	HIR78_02820
A0A6M4JFS4	Rhamnogalacturonan lyase	HIR78_04010
A0A6M4JFS6	Peroxiredoxin	HIR78_07835
A0A6M4JFT1	Toll/interleukin-1 receptor domain-containing protein	HIR78_02875
A0A6M4JFT4	TetR/AcrR family transcriptional regulator	HIR78_03200
A0A6M4JFT8	CBS domain-containing protein	HIR78_07790
A0A6M4JFU5	Integral inner membrane protein	HIR78_02985
A0A6M4JFU6	Spore coat associated protein CotJA	HIR78_03925
A0A6M4JFU9	HD domain-containing protein	HIR78_03300
A0A6M4JFV4	NAD(P)H-dependent oxidoreductase	HIR78_03035
A0A6M4JFV5	Carbohydrate ABC transporter permease	HIR78_03975
A0A6M4JFW5	Ig-like domain-containing protein	HIR78_04025
A0A6M4JFW9	Ring-cleaving dioxygenase	HIR78_03145
A0A6M4JFX2	BAX inhibitor (BI)-1/YccA family protein	HIR78_04080
A0A6M4JFX6	Stage II sporulation protein E	HIR78_08090
A0A6M4JFX8	Spore germination protein	HIR78_03195
A0A6M4JFY6	MarR family transcriptional regulator	HIR78_03245
A0A6M4JFY7	Uncharacterized protein	HIR78_04185
A0A6M4JFZ3	Cytochrome (Ubi)quinol oxidase subunit III	HIR78_08190
A0A6M4JFZ9	DUF4003 domain-containing protein	HIR78_03605
A0A6M4JG00	MFS transporter	HIR78_04420
A0A6M4JG01	GNAT family N-acetyltransferase	HIR78_03295
A0A6M4JG04	Phosphocarrier protein HPr	HIR78_07665
A0A6M4JG11	Uncharacterized N-acetyltransferase HIR78_08290 (EC 2.3.1.-)	HIR78_08290
A0A6M4JG20	Stage V sporulation protein E	spoVE HIR78_08345
A0A6M4JG21	Cytochrome c oxidase subunit IVB (EC 1.9.3.1)	ctaF HIR78_08195
A0A6M4JG23	Small, acid-soluble spore protein H (SASP H)	sspH HIR78_04520
A0A6M4JG26	Mechanosensitive ion channel protein MscC	mscC yfkC HIR78_04435
A0A6M4JG29	ABC transporter ATP-binding protein	HIR78_04575
A0A6M4JG31	DUF3048 domain-containing protein	HIR78_03755
A0A6M4JG33	Septum site-determining protein DivIVA	divIVA HIR78_08450
A0A6M4JG37	L,D-transpeptidase	HIR78_01955
A0A6M4JG38	Linearmycin resistance permease LnrM	lnrM HIR78_04625
A0A6M4JG42	YfjD family protein	HIR78_04535
A0A6M4JG46	Alpha/beta hydrolase	HIR78_03600
A0A6M4JG52	UPF0435 protein	HIR78_03865
A0A6M4JG53	MFS transporter	HIR78_04730
A0A6M4JG55	DNA-entry nuclease (EC 3.-.-.-)	nucA HIR78_02005
A0A6M4JG57	Hypoxanthine/guanine permease PbuG	pbuG HIR78_03650
A0A6M4JG64	Iron ABC transporter permease	HIR78_04690
A0A6M4JG65	NmrA family NAD(P)-binding protein	HIR78_03920
A0A6M4JG74	SH3 domain-containing protein	HIR78_04745
A0A6M4JG77	Nucleotidyltransferase-like	HIR78_04835
A0A6M4JG79	YgaB-like protein	HIR78_04795
A0A6M4JG86	Spore coat protein	HIR78_04945
A0A6M4JG88	Phenolic acid decarboxylase subunit BsdD	bsdD HIR78_02110
A0A6M4JG95	YezD family protein	HIR78_04075
A0A6M4JGA0	Cytoplasmic protein	HIR78_05050
A0A6M4JGA7	Carbohydrate ABC transporter substrate-binding protein	HIR78_03965
A0A6M4JGA8	ABC transporter permease	HIR78_02160
A0A6M4JGA9	GntR family transcriptional regulator	HIR78_05100
A0A6M4JGB8	Spore coat protein	HIR78_05155
A0A6M4JGB9	Petrobactin ABC transporter ATP-binding protein YclP	yclP pbtP HIR78_02210
A0A6M4JGC2	Glycerol uptake facilitator protein GlpF	glpF HIR78_05205
A0A6M4JGC8	Flagellar assembly protein FliH	fliH HIR78_08855
A0A6M4JGC9	Glucose uptake protein GlcU	glcU HIR78_02260
A0A6M4JGD0	Phosphoglucomutase (EC 5.4.2.2)	pgcA HIR78_05220
A0A6M4JGE0	Peptidoglycan endopeptidase LytE	lytE HIR78_05275
A0A6M4JGE1	Transposase	HIR78_04330
A0A6M4JGE2	Chemotaxis protein CheY	cheY HIR78_08910
A0A6M4JGE8	NAD(P)H-dependent oxidoreductase	HIR78_04380
A0A6M4JGE9	YlbE-like protein	HIR78_08225
A0A6M4JGF6	DUF177 domain-containing protein	HIR78_08275
A0A6M4JGG1	Alpha/beta-type small acid-soluble spore protein	HIR78_05435
A0A6M4JGH6	Dipicolinic acid synthetase subunit A	dpaA HIR78_09110
A0A6M4JGH9	Group-specific protein	HIR78_02490
A0A6M4JGI0	YfjD family protein	HIR78_04530
A0A6M4JGI2	Trehalose operon repressor	treR HIR78_04375
A0A6M4JGI5	Insulinase family protein	HIR78_09165
A0A6M4JGJ2	Regulatory protein YrvL	HIR78_09265
A0A6M4JGJ4	2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	ymdB pdeB HIR78_09220
A0A6M4JGJ5	Multidrug resistance ABC transporter ATP-binding protein/permease BmrD	bmrD yheH HIR78_05420
A0A6M4JGK5	HAD family phosphatase	HIR78_05470
A0A6M4JGK6	Poly-gamma-glutamate hydrolase family protein	HIR78_09375
A0A6M4JGL2	UPF0060 membrane protein HIR78_04525	HIR78_04525
A0A6M4JGL3	DNA repair/recombination ATPase SbcE	sbcE HIR78_05520
A0A6M4JGL7	Protein NrdI	nrdI HIR78_09425
A0A6M4JGL8	WVELL protein	HIR78_04740
A0A6M4JGL9	OsmC family protein	HIR78_09380
A0A6M4JGM0	DoxX family oxidoreductase CatD	catD HIR78_04580
A0A6M4JGM4	ICEBs1 excisionase	xis HIR78_02780
A0A6M4JGM5	AMP-binding protein	HIR78_05755
A0A6M4JGM6	Small, acid-soluble spore protein gamma-type	HIR78_04790
A0A6M4JGM7	Phage protein	HIR78_09480
A0A6M4JGM9	VirB6 type IV secretion protein	HIR78_02835
A0A6M4JGN1	Linearmycin resistance permease LnrN	lnrN HIR78_04630
A0A6M4JGN5	Addiction module protein	HIR78_04940
A0A6M4JGN6	TetR_C_8 domain-containing protein	HIR78_05810
A0A6M4JGN7	MFS transporter	HIR78_09535
A0A6M4JGP0	Iron-siderophore ABC transporter substrate-binding protein	HIR78_04680
A0A6M4JGP2	Glutamate/proton symporter GltT	gltT HIR78_05685
A0A6M4JGP4	AbrB family transcriptional regulator	HIR78_05860
A0A6M4JGP6	Spore coat protein CotU	cotU HIR78_09590
A0A6M4JGP8	Glutamine amidotransferase	HIR78_02940
A0A6M4JGQ5	SRPBCC domain-containing protein	HIR78_09640
A0A6M4JGQ6	Swarming motility protein SwrD	swrD HIR78_08890
A0A6M4JGR0	ABC transporter ATP-binding protein	HIR78_05110
A0A6M4JGR1	DUF2777 domain-containing protein	HIR78_05965
A0A6M4JGR7	Prevent-host-death protein	HIR78_09645
A0A6M4JGS0	Sporulation control protein Spo0M	spo0M HIR78_04935
A0A6M4JGS1	Pentapeptide repeat-containing protein	HIR78_06020
A0A6M4JGS3	30S ribosomal protein S2	rpsB HIR78_08990
A0A6M4JGS4	Two-component system response regulator YdfI	ydfI HIR78_03110
A0A6M4JGT2	Exonuclease subunit SbcC	sbcC HIR78_05900
A0A6M4JGT3	Ribosome maturation factor RimP	rimP HIR78_09040
A0A6M4JGT4	YneQ	HIR78_09805
A0A6M4JGT5	Spore germination protein	HIR78_03160
A0A6M4JGT6	DUF2621 domain-containing protein	HIR78_09755
A0A6M4JGT8	DUF3784 domain-containing protein	HIR78_06120
A0A6M4JGU3	Fumarylacetoacetate hydrolase family protein	HIR78_05950
A0A6M4JGU5	Fe-S_biosyn domain-containing protein	HIR78_09810
A0A6M4JGU6	FAD-binding oxidoreductase	HIR78_06175
A0A6M4JGU9	Anti-sigma-M factor	HIR78_05320
A0A6M4JGV4	Acetyl-CoA carboxylase biotin carboxylase subunit	HIR78_09905
A0A6M4JGV5	NAD(P)-bd_dom domain-containing protein	HIR78_06235
A0A6M4JGV8	YhdX family protein	HIR78_05375
A0A6M4JGW2	Oligopeptide ABC transporter permease AppC	appC HIR78_06290
A0A6M4JGW6	Uncharacterized protein	HIR78_05430
A0A6M4JGW7	Outer spore coat protein CotE	cotE HIR78_09250
A0A6M4JGX0	SdpA family antimicrobial peptide system protein	HIR78_06105
A0A6M4JGX3	Mechanosensitive ion channel	HIR78_05260
A0A6M4JGX6	[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)	fabD HIR78_09300
A0A6M4JGX8	Prolyl oligopeptidase family serine peptidase	HIR78_06160
A0A6M4JGY1	Glutamate synthase small subunit (EC 1.4.1.-)	gltD HIR78_10015
A0A6M4JGY6	DUF1934 domain-containing protein	HIR78_09360
A0A6M4JGY8	GNAT family N-acetyltransferase	HIR78_10060
A0A6M4JGZ3	Glycerophosphodiester phosphodiesterase	HIR78_05370
A0A6M4JGZ5	Oligopeptide ABC transporter ATP-binding protein AppD	appD HIR78_06270
A0A6M4JGZ9	CsbD family protein	HIR78_06505
A0A6M4JH01	SDR family oxidoreductase	HIR78_05425
A0A6M4JH02	Oligopeptide ABC transporter ATP-binding protein OppF	oppF HIR78_06325
A0A6M4JH05	Transcriptional repressor GlnR	glnR HIR78_09465
A0A6M4JH08	GNAT family N-acetyltransferase	HIR78_10160
A0A6M4JH09	UPF0316 protein HIR78_03665	HIR78_03665
A0A6M4JH12	Coproporphyrinogen III oxidase	HIR78_05475
A0A6M4JH16	SDR family oxidoreductase	HIR78_06620
A0A6M4JH18	3'-5' exoribonuclease YhaM (EC 3.1.-.-)	yhaM HIR78_05525
A0A6M4JH19	Acetyl-CoA C-acyltransferase	HIR78_05750
A0A6M4JH27	Rubredoxin	HIR78_10270
A0A6M4JH31	HIT family protein	HIR78_05590
A0A6M4JH33	Spore coat protein CotW	cotW HIR78_06490
A0A6M4JH40	YndJ family transporter	yndJ HIR78_09675
A0A6M4JH41	DUF3139 domain-containing protein	HIR78_10330
A0A6M4JH42	Esterase family protein	HIR78_06540
A0A6M4JH45	YhfH family protein	HIR78_05690
A0A6M4JH47	TetR family transcriptional regulator	HIR78_10395
A0A6M4JH48	Spore germination protein	HIR78_05910
A0A6M4JH49	Phosphatase PhoE	phoE HIR78_05745
A0A6M4JH51	YjcQ protein	HIR78_06605
A0A6M4JH52	MBL fold metallo-hydrolase	HIR78_10400
A0A6M4JH54	UPF0154 protein HIR78_09730	HIR78_09730
A0A6M4JH56	PH domain-containing protein	HIR78_06875
A0A6M4JH58	LD-carboxypeptidase	HIR78_10445
A0A6M4JH63	Fatty acid desaturase	HIR78_10450
A0A6M4JH65	Hsp20/alpha crystallin family protein	HIR78_10500
A0A6M4JH67	Phage-like element PBSX protein XtrA	xtrA HIR78_06925
A0A6M4JH68	YjgB family protein	HIR78_06710
A0A6M4JH75	Iron export ABC transporter permease subunit FetB	fetB HIR78_06760
A0A6M4JH76	Enoyl-CoA hydratase (EC 4.2.1.17)	HIR78_09890
A0A6M4JH77	Phage-like element PBSX protein XkdJ	HIR78_06975
A0A6M4JH79	MFS transporter	HIR78_06065
A0A6M4JH84	Baseplate J/gp47 family protein	HIR78_07030
A0A6M4JH85	YojF family protein	HIR78_10605
A0A6M4JH86	Non-ribosomal plipastatin synthetase PpsE	ppsE HIR78_09940
A0A6M4JH89	Type I site-specific deoxyribonuclease	HIR78_10610
A0A6M4JH95	Amino acid transporter	HIR78_06010
A0A6M4JH96	YqaE/Pmp3 family membrane protein	HIR78_06170
A0A6M4JH97	Excisionase family DNA-binding protein	HIR78_09995
A0A6M4JH98	Sodium:solute symporter	HIR78_10665
A0A6M4JHA0	ABC-F family ATP-binding cassette domain-containing protein	HIR78_04190
A0A6M4JHA1	ATP-binding protein	HIR78_06910
A0A6M4JHA3	Mandelate racemase/muconate lactonizing enzyme family protein	HIR78_06060
A0A6M4JHA4	Na+/H+ antiporter subunit G	HIR78_07130
A0A6M4JHA5	3-ketoacyl-ACP reductase	HIR78_10045
A0A6M4JHB1	PadR family transcriptional regulator	HIR78_06110
A0A6M4JHB4	ATP-binding cassette domain-containing protein	HIR78_07185
A0A6M4JHB5	Oligopeptide ABC transporter permease AppB	appB HIR78_06285
A0A6M4JHC0	Metal-sulfur cluster assembly factor	HIR78_06165
A0A6M4JHC6	Hemolysin XhlA family protein	HIR78_07065
A0A6M4JHD0	Uncharacterized protein	HIR78_10945 HIR78_11845
A0A6M4JHD5	Oligopeptide ABC transporter ATP-binding protein AppF	appF HIR78_06275
A0A6M4JHD8	General stress protein 18	yfkM sufLB HIR78_04390
A0A6M4JHD9	DNA primase	HIR78_10995 HIR78_12360
A0A6M4JHE1	GNAT family N-acetyltransferase	HIR78_06335
A0A6M4JHE9	Phage protein	HIR78_11055
A0A6M4JHF0	Thiol management oxidoreductase	HIR78_06385
A0A6M4JHG0	Small, acid-soluble spore protein gamma-type	HIR78_07445
A0A6M4JHG2	Peptidase G2	HIR78_10375
A0A6M4JHG6	DUF3849 domain-containing protein	HIR78_04540
A0A6M4JHH1	YaaC-like Protein	HIR78_00065
A0A6M4JHH4	PepSY domain-containing protein	HIR78_07330
A0A6M4JHI0	TPR_REGION domain-containing protein	HIR78_11230
A0A6M4JHI3	Sugar porter family MFS transporter	HIR78_04595
A0A6M4JHI6	Prevent-host-death protein	HIR78_11185
A0A6M4JHJ0	Restriction endonuclease	HIR78_11285
A0A6M4JHJ1	Transcriptional regulator HtpK	htpK HIR78_07430
A0A6M4JHJ3	Acyltransferase family protein	HIR78_04645
A0A6M4JHJ4	DUF4177 domain-containing protein	HIR78_06665
A0A6M4JHJ5	PtsGHI operon transcription antiterminator GlcT	glcT HIR78_07655
A0A6M4JHK0	MATE family efflux transporter	HIR78_10590
A0A6M4JHK1	Degradation enzyme regulation protein DegQ	HIR78_11335
A0A6M4JHK3	PhzF family phenazine biosynthesis protein	HIR78_04695
A0A6M4JHK6	MFS transporter	HIR78_06820
A0A6M4JHL2	SdpC immunity protein SpdL	spdL HIR78_04750
A0A6M4JHL6	ABC transporter permease	HIR78_11340
A0A6M4JHL7	RNA-binding S4 domain-containing protein	HIR78_00355
A0A6M4JHM3	Phage-like element PBSX protein XkdD	xkdD HIR78_06920
A0A6M4JHM5	Capsid protein	HIR78_11400 HIR78_12745
A0A6M4JHM7	YciI family protein	HIR78_06865
A0A6M4JHN2	HK97 gp10 family phage protein	HIR78_06970
A0A6M4JHN3	Structural protein	HIR78_11450 HIR78_12795
A0A6M4JHN6	Molybdopterin-synthase adenylyltransferase MoeB	HIR78_07860
A0A6M4JHN7	Methyl-accepting chemotaxis protein	HIR78_07690
A0A6M4JHN8	MobD	HIR78_10820 HIR78_11720
A0A6M4JHN9	Helix-turn-helix transcriptional regulator	HIR78_00470
A0A6M4JHP9	HlyD family secretion protein	HIR78_05070
A0A6M4JHQ2	Autolysin (Cell wall hydrolase)	HIR78_07075
A0A6M4JHQ8	Cold-shock protein	HIR78_05120
A0A6M4JHR7	3D domain-containing protein	HIR78_10980
A0A6M4JHR8	YhcU family protein	HIR78_05175
A0A6M4JHS3	Histidine kinase (EC 2.7.13.3)	yhcY HIR78_05225
A0A6M4JHT6	Transcriptional regulator CitR	citR HIR78_05280
A0A6M4JHU0	Aminopeptidase	HIR78_07950
A0A6M4JHU8	Cof-type HAD-IIB family hydrolase	HIR78_08000
A0A6M4JHV2	SlpA domain-containing protein	HIR78_12470
A0A6M4JHV8	YozE_SAM_like domain-containing protein	HIR78_07335
A0A6M4JHV9	Phage protein	HIR78_11265
A0A6M4JHW4	YheE family protein	HIR78_05440
A0A6M4JHW5	Glycosyltransferase family 2 protein	HIR78_07385
A0A6M4JHW6	Iron ABC transporter permease	HIR78_01035
A0A6M4JHW8	SMI1/KNR4 family protein	HIR78_11610 HIR78_11975
A0A6M4JHX4	K(+)/H(+) antiporter modulator KhtS	khtS HIR78_05490
A0A6M4JHX5	HU family DNA-binding protein	HIR78_11375
A0A6M4JHY1	Ktr system potassium transporter KtrD	ktrD HIR78_07440
A0A6M4JHY5	Major capsid protein	HIR78_11430 HIR78_12775
A0A6M4JHY6	Phage protein	HIR78_12630
A0A6M4JHY9	Uncharacterized protein	HIR78_12310
A0A6M4JHZ1	Phage tail protein	HIR78_11485 HIR78_12830
A0A6M4JHZ5	Carbon-nitrogen family hydrolase	HIR78_07485
A0A6M4JHZ9	SF4 helicase domain-containing protein	HIR78_11000 HIR78_12365
A0A6M4JI00	Prophage_tail domain-containing protein	HIR78_11535
A0A6M4JI05	MarR family transcriptional regulator MhqR	mhqR HIR78_07535
A0A6M4JI06	Putative regulatory protein HIR78_08575	remA HIR78_08575
A0A6M4JI07	Flagellar motor protein MotB	motB HIR78_07540
A0A6M4JI09	DUF2680 domain-containing protein	HIR78_11595 HIR78_11960
A0A6M4JI15	Glucose 1-dehydrogenase (EC 1.1.1.47)	HIR78_07585
A0A6M4JI16	Spore protein YkvP	ykvP HIR78_07590
A0A6M4JI19	Glycerol-3-phosphate transporter	glpT HIR78_01315
A0A6M4JI24	LacI family DNA-binding transcriptional regulator	HIR78_07650
A0A6M4JI29	Group-specific protein	HIR78_11145 HIR78_12525
A0A6M4JI32	NAD(P)-dependent oxidoreductase	HIR78_07695
A0A6M4JI35	DNA-directed DNA polymerase (EC 2.7.7.7)	HIR78_12350
A0A6M4JI36	2,4-dienoyl-CoA reductase (EC 1.3.1.34)	HIR78_07750
A0A6M4JI38	Integrase	HIR78_12575
A0A6M4JI39	FlhB-like flagellar biosynthesis protein	HIR78_08780
A0A6M4JI49	Photosystem I assembly protein Ycf4	HIR78_12625
A0A6M4JI55	YopX domain-containing protein	HIR78_12450
A0A6M4JI64	KTSC domain-containing protein	HIR78_12510
A0A6M4JI72	Transcriptional regulator	HIR78_12560
A0A6M4JI76	Sodium ABC transporter ATP-binding protein NatA	natA HIR78_01630
A0A6M4JI83	Alpha-glucosidase	HIR78_01680
A0A6M4JIA3	UPF0637 protein HIR78_08060	HIR78_08060
A0A6M4JIA9	Chemotaxis protein CheW	HIR78_08965
A0A6M4JIB1	Lipoprotein	HIR78_08110
A0A6M4JIB2	Class I SAM-dependent methyltransferase	HIR78_01860
A0A6M4JIB3	UPF0358 protein HIR78_08155	HIR78_08155
A0A6M4JIC0	5'-3' exonuclease	HIR78_13245
A0A6M4JIC4	Patatin family protein	HIR78_08255
A0A6M4JIC5	CBS domain-containing protein	HIR78_08210
A0A6M4JIC7	MATE family efflux transporter	HIR78_13090
A0A6M4JID1	Biotin transporter	HIR78_05760
A0A6M4JID2	Amino acid ABC transporter permease	HIR78_01970
A0A6M4JID3	Bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14, EC 4.1.3.16)	eda HIR78_13300
A0A6M4JIE3	YolD-like family protein	HIR78_12970
A0A6M4JIF2	YitT family protein	HIR78_02075
A0A6M4JIF3	DDE_Tnp_ISL3 domain-containing protein	HIR78_13020
A0A6M4JIF5	YlmC/YmxH family sporulation protein	HIR78_08420
A0A6M4JIF6	Small, acid-soluble spore protein L	sspL HIR78_13240
A0A6M4JIG0	Peptide MFS transporter	HIR78_02125
A0A6M4JIG2	Insulinase family protein	HIR78_09170
A0A6M4JIG5	Spore germination protein GerPD	gerPD HIR78_05920
A0A6M4JIG8	YpmA family protein	HIR78_13460
A0A6M4JIH1	Stage V sporulation protein SpoVS	spoVS HIR78_09225
A0A6M4JIH2	Response regulator aspartate phosphatase RapC	rapC HIR78_02175
A0A6M4JII0	TetR/AcrR family transcriptional regulator	HIR78_09275
A0A6M4JII1	Virulence factor	HIR78_13175
A0A6M4JII2	TetR/AcrR family transcriptional regulator	HIR78_02225
A0A6M4JII6	Enoyl-CoA hydratase	HIR78_09325
A0A6M4JIJ0	YppD family protein	HIR78_13405
A0A6M4JIJ2	Multidrug efflux SMR transporter subunit EbrB	ebrB HIR78_09385
A0A6M4JIJ3	Reverse transcriptase-like protein	HIR78_13225
A0A6M4JIJ6	GNAT family N-acetyltransferase	HIR78_06075
A0A6M4JIJ8	3-methyladenine DNA glycosylase	HIR78_02325
A0A6M4JIK2	Xanthine permease	pbuX HIR78_13280
A0A6M4JIK4	DUF5590 domain-containing protein	HIR78_13455
A0A6M4JIK5	Aldo/keto reductase family oxidoreductase	HIR78_02385
A0A6M4JIL0	Calcium-translocating P-type ATPase, SERCA-type	HIR78_08565
A0A6M4JIL2	SMI1/KNR4 family protein	HIR78_09490
A0A6M4JIL5	YpfB family protein	HIR78_13725
A0A6M4JIL6	Glycosyltransferase	HIR78_08775
A0A6M4JIL8	YndG	HIR78_09665
A0A6M4JIM0	ROK family protein	HIR78_09545
A0A6M4JIM1	YppG-like protein	HIR78_13390
A0A6M4JIM6	DUF2188 domain-containing protein	HIR78_02505
A0A6M4JIM7	UPF0736 protein HIR78_06295	HIR78_06295
A0A6M4JIN2	Redoxin domain-containing protein	HIR78_09780
A0A6M4JIN8	Lipoprotein	HIR78_13670
A0A6M4JIN9	Flagellar hook-length control protein FliK	HIR78_08875
A0A6M4JIP2	RsbT antagonist protein RsbS	rsbS HIR78_02660
A0A6M4JIP4	Oligoribonuclease NrnB	nrnB HIR78_09880
A0A6M4JIP5	Bacillithiol biosynthesis deacetylase BshB1	bshB1 HIR78_13500
A0A6M4JIQ1	Family 10 glycosylhydrolase	HIR78_09930
A0A6M4JIQ5	DUF309 domain-containing protein	HIR78_13885
A0A6M4JIQ7	Outer spore coat protein CotM	cotM HIR78_09760
A0A6M4JIQ8	YpiF family protein	HIR78_13550
A0A6M4JIR1	LysM peptidoglycan-binding domain-containing protein	HIR78_13775
A0A6M4JIR9	DNA-binding response regulator ResD	resD HIR78_13830
A0A6M4JIS7	Amidase_6 domain-containing protein	HIR78_06575
A0A6M4JIT2	Transcriptional regulator LrpB	lrpB HIR78_02905
A0A6M4JIT3	DNA-binding protein	HIR78_10085
A0A6M4JIT5	Ig-like domain-containing protein	HIR78_06625
A0A6M4JIU0	Helix-turn-helix domain-containing protein	HIR78_02960
A0A6M4JIU4	Stage V sporulation protein SpoVAB	spoVAB HIR78_13985
A0A6M4JIV0	Ferric iron uptake transcriptional regulator	fur HIR78_14035
A0A6M4JIV5	NUDIX hydrolase	HIR78_06730
A0A6M4JIW1	Transcriptional regulator	HIR78_10240
A0A6M4JIX0	Anti-sigma-X factor RsiX	rsiX HIR78_13815
A0A6M4JIX2	M20/M25/M40 family metallo-hydrolase	HIR78_14185
A0A6M4JIY1	Methylmalonyl-CoA epimerase (EC 5.1.99.1)	mce HIR78_14250
A0A6M4JIY3	Ovule protein	HIR78_10170
A0A6M4JIY6	SpoIVB peptidase (EC 3.4.21.116)	spoIVB HIR78_14410
A0A6M4JIZ1	Multidrug efflux transcriptional regulator BmrR	bmrR HIR78_14300
A0A6M4JIZ7	Stage V sporulation protein AE	spoVAE HIR78_13970
A0A6M4JIZ8	Fatty acid biosynthesis protein YqhY	yqhY HIR78_14460
A0A6M4JIZ9	Sigma-70 family RNA polymerase sigma factor	HIR78_06930
A0A6M4JJ02	Stage III sporulation protein AA	spoIIIAA HIR78_14510
A0A6M4JJ05	DUF4352 domain-containing protein	HIR78_03275
A0A6M4JJ06	BtrH_N domain-containing protein	HIR78_10280
A0A6M4JJ07	Aldehyde dehydrogenase	dhaS HIR78_10525
A0A6M4JJ15	DUF4231 domain-containing protein	HIR78_10350
A0A6M4JJ16	LysM peptidoglycan-binding domain-containing protein	HIR78_10575
A0A6M4JJ17	Lipoprotein	HIR78_09610
