Entry	Gene Names	Protein names
A0A385XJE6	insH21 b4711	Transposase InsH for insertion sequence element IS5U
A0A385XJL4	insB9 b4710	Insertion element IS1 9 protein InsB (IS1i)
A0A7H2C767	clpB ECK2590 htpM b2592	Chaperone protein ClpB
A0A7H2C768	yghE ecfB ECK2964 b2969	Putative type II secretion system L-type protein YghE
A0A7H2C769	yghF ecfA ECK2965 b2970	Putative type II secretion system C-type protein YghF
A0A7H2C7B0	speFL ECK4660 b4803	Leader peptide SpeFL (Arrest peptide SpeFL)
A5A605	ykfM b4586	Uncharacterized protein YkfM
A5A615	yncL b4598 JW1439.1	Uncharacterized protein YncL
A5A624	dinQ b4613	Uncharacterized protein DinQ
A5A628	yjbT b4620	Uncharacterized protein YjbT
A5A630	ytcA b4622	Uncharacterized protein YtcA
A8DYP9	uof b4637	fur leader peptide
A8DYQ1	ythA b4655 JW5769.1	Uncharacterized protein YthA
C1P5Z7	sgrT b4662 JW0068.1	Putative inhibitor of glucose uptake transporter SgrT
C1P5Z8	ykgR b4671 JW5035.1	Uncharacterized membrane protein YkgR
C1P601	rzoQ b4689 JW1545.1	Putative lipoprotein RzoQ
C1P602	yoaK b4676 JW5292.1	Uncharacterized membrane protein YoaK
C1P603	yoaJ b4675 JW5292.2	Uncharacterized protein YoaJ
C1P608	ibsB b4668 JW2058.2	Small toxic protein IbsB
C1P609	yohP b4679 JW5358.1	Uncharacterized membrane protein YohP
C1P610	ypdK b4680 JW2375.1	Uncharacterized membrane protein YpdK
C1P611	shoB ryfB yphI b4687 JW2546.1	Small toxic protein ShoB
E2JKY7	mgtL b4702 JW4200.1	mgtA leader peptide (Regulatory leader peptide for mgtA)
G3MTW7	pmrR b4703 JW4072.1	Putative membrane protein PmrR
O32528	ypdI b2376 JW2373	Uncharacterized lipoprotein YpdI
O52982	yfjS b2636 JW5921	Lipoprotein YfjS
P03061	ivbL b3672 JW3647	ilv operon leader peptide (ilvBN operon attenuator peptide)
P03835	insG b4278 JW5767	Transposase InsG for insertion sequence element IS4
P03841	malM molA b4037 JW3997	Maltose operon periplasmic protein
P04846	nlpA b3661 JW3635	Lipoprotein 28
P06626	traJ ECOK12F072	Protein TraJ
P06627	traY ECOK12F073	Relaxosome protein TraY
P06965	dicC b1569 JW1561	Repressor protein of division inhibition gene dicB
P07021	yfiB b2605 JW2586	Putative lipoprotein YfiB
P08245	yciH b1282 JW1274	Uncharacterized protein YciH
P08321	traL ECOK12F075	Protein TraL
P08322	traE ECOK12F076	Protein TraE
P08369	creD cet b4400 JW4363	Inner membrane protein CreD
P08371	ppdB ygdC b2825 JW5451	Prepilin peptidase-dependent protein B
P08372	ppdC ygdA b2823 JW2791	Prepilin peptidase-dependent protein C
P08390	usg b2319 JW2316	USG-1 protein
P09127	hemX b3803 JW3775	Protein HemX (ORF X)
P09129	traS ECOK12F100	Protein TraS
P09153	tfaE ycfA b1156 JW1142	Prophage tail fiber assembly protein homolog TfaE (Tail fiber assembly protein homolog from lambdoid prophage e14)
P09162	yjaA b4011 JW3971	Uncharacterized protein YjaA
P09557	dicB b1575 JW1566	Division inhibition protein DicB
P0A6N8	yeiP b2171 JW5362	Elongation factor P-like protein
P0A772	nrdI ygaO b2674 JW2649	Protein NrdI
P0A7C8	psiE yjbA b4030 JW3990	Protein PsiE
P0A8A0	yebC b1864 JW1853	Probable transcriptional regulatory protein YebC
P0A8A2	yeeN b1983 JW1964	Probable transcriptional regulatory protein YeeN
P0A8C4	ygfB b2909 JW5473	UPF0149 protein YgfB
P0A8D3	yaiI b0387 JW0378	UPF0178 protein YaiI
P0A8D9	yfbV b2295 JW2292	UPF0208 membrane protein YfbV
P0A8E1	ycfP b1108 JW5158	UPF0227 protein YcfP
P0A8J4	ybeD b0631 JW0626	UPF0250 protein YbeD
P0A8K8	yihY b3886 JW3857 b2268	UPF0761 membrane protein YihY
P0A8M6	yeeX b2007 JW1989	UPF0265 protein YeeX
P0A8R7	ycjF b1322 JW1315	UPF0283 membrane protein YcjF
P0A8U2	yafD b0209 JW5017	UPF0294 protein YafD
P0A8W5	yqgE b2948 JW2915	UPF0301 protein YqgE
P0A8W8	yfbU b2294 JW2291	UPF0304 protein YfbU
P0A8X0	yjgA b4234 JW4193	UPF0307 protein YjgA (x96 protein)
P0A8X2	yceI b1056 JW1043	Protein YceI
P0A8Z7	yqiA yzzI b3031 JW2999	Esterase YqiA (EC 3.1.-.-)
P0A905	slyB b1641 JW1633	Outer membrane lipoprotein SlyB
P0A976	cspF b1558 JW1550	Cold shock-like protein CspF (CSP-F)
P0A982	cspH cspK b0989 JW5134	Cold shock-like protein CspH (CSP-H)
P0A986	cspI cspJ b1552 JW1544	Cold shock-like protein CspI (CPS-I)
P0A9A2	ftnB yecI b1902 JW1890	Bacterial non-heme ferritin-like protein
P0A9K1	phoH psiH b1020 JW1005	Protein PhoH (Phosphate starvation-inducible protein PsiH)
P0A9K3	ybeZ b0660 JW0657	PhoH-like protein
P0A9R2	essD ybcR b0554 JW0543	Prophage lysis protein S homolog EssD (Lysis protein S homolog from lambdoid prophage DLP12)
P0A9T6	ybaQ b0483 JW0472	Uncharacterized HTH-type transcriptional regulator YbaQ
P0A9T8	ybbA b0495 JW0484	Uncharacterized ABC transporter ATP-binding protein YbbA
P0A9U3	ybiT b0820 JW0804	Probable ATP-binding protein YbiT
P0A9U8	ydiO b1695 JW5275	Probable acyl-CoA dehydrogenase YdiO (EC 1.3.-.-)
P0A9W9	yrdA b3279 JW5710	Protein YrdA
P0AA31	yedF b1930 JW1915	Putative sulfur carrier protein YedF
P0AA49	yfdV b2372 JW2369	Uncharacterized transporter YfdV
P0AA57	yobA b1841 JW1830	Protein YobA
P0AA70	yedA b1959 JW1942	Uncharacterized inner membrane transporter YedA
P0AA91	yeaY b1806 JW1795	Uncharacterized lipoprotein YeaY
P0AA99	yafK b0224 JW0214	Putative L,D-transpeptidase YafK (EC 2.-.-.-)
P0AAA3	ecpA matB yagZ b0293 JW0287	Common pilus major fimbrillin subunit EcpA (MatB fimbrillin)
P0AAA5	ymcE sfa b0991 JW0975	Uncharacterized protein YmcE
P0AAC4	ybhL b0786 JW0769	Inner membrane protein YbhL
P0AAE5	ydgI b1605 JW1597	Putative arginine/ornithine antiporter
P0AAK4	hydN b2713 JW2683	Electron transport protein HydN
P0AAL6	ydhY b1674 JW1664	Uncharacterized ferredoxin-like protein YdhY
P0AAN1	hybE b2992 JW2960	Hydrogenase-2 operon protein HybE
P0AAP5	iprA yaiV b0375 JW0366	Inhibitor of hydrogen peroxide resistance
P0AAP7	yaiY b0379 JW0370	Inner membrane protein YaiY
P0AAQ0	yaiZ b0380 JW5053	Uncharacterized protein YaiZ
P0AAQ2	yajD b0410 JW0400	Putative HNH nuclease YajD (EC 3.1.-.-)
P0AAR5	ybaN b0468 JW0457	Inner membrane protein YbaN
P0AAR8	ybaV b0442 JW0432	Uncharacterized protein YbaV
P0AAS0	ylaC b0458 JW5063	Inner membrane protein YlaC
P0AAS3	ybbJ b0488 JW5065	Inner membrane protein YbbJ
P0AAU5	ybfB b0702 JW0691	Uncharacterized protein YbfB
P0AAU7	ybfE b0685 JW5816	Uncharacterized protein YbfE
P0AAV0	ybgE b0735 JW0725	Uncharacterized protein YbgE
P0AAW5	ybhQ b0791 JW0774	Inner membrane protein YbhQ
P0AAX3	ybiJ b0802 JW0787	Uncharacterized protein YbiJ
P0AAY1	bssR yliH b0836 JW0820	Biofilm regulator BssR
P0AAZ0	ybjO b0858 JW0842	Inner membrane protein YbjO
P0AB06	ycbK b0926 JW0909	Uncharacterized protein YcbK
P0AB12	yccF b0961 JW0944	Inner membrane protein YccF
P0AB14	yccJ b1003 JW0988	Uncharacterized protein YccJ
P0AB26	yceB b1063 JW1050	Uncharacterized lipoprotein YceB
P0AB31	yceK b1050 JW5151	Uncharacterized protein YceK
P0AB35	ycfJ b1110 JW1096	Uncharacterized protein YcfJ
P0AB49	ychH b1205 JW1196	Uncharacterized protein YchH
P0AB52	ychN b1219 JW1210	Protein YchN
P0AB55	yciI b1251 JW1243	Protein YciI
P0ABP6	dedA b2317 JW2314	Protein DedA (Protein DSG-1)
P0ABR1	dinI b1061 JW1048	DNA damage-inducible protein I
P0ABY2	fliT b1926 JW1911	Flagellar protein FliT
P0ABY4	fldB b2895 JW2863	Flavodoxin 2
P0AC73	ebgC b3077 JW3048	Evolved beta-galactosidase subunit beta
P0AC92	gnsA yccL b4517 JW0976	Protein GnsA
P0ACH1	sfsB nlp sfs7 b3188 JW3155	Sugar fermentation stimulation protein B (Ner-like protein)
P0ACI0	rob b4396 JW4359	Right origin-binding protein
P0ACI3	xylR b3569 JW3541	Xylose operon regulatory protein
P0ACL2	exuR b3094 JW3065	Exu regulon transcriptional regulator
P0ACM2	rspR ydfH b1540 JW1533	HTH-type transcriptional repressor RspR
P0ACM5	yegW b2101 JW2088	Uncharacterized HTH-type transcriptional regulator YegW
P0ACM9	yihL b3872 JW3843	Uncharacterized HTH-type transcriptional regulator YihL
P0ACR2	ydhB b1659 JW1651	Uncharacterized HTH-type transcriptional regulator YdhB
P0ACR4	yeiE b2157 JW2144	Uncharacterized HTH-type transcriptional regulator YeiE
P0ACR7	yfeR b2409 JW2400	Uncharacterized HTH-type transcriptional regulator YfeR
P0ACU7	yjdC cutA3 b4135 JW5733	HTH-type transcriptional regulator YjdC
P0ACX0	ydgC b1607 JW1599	Inner membrane protein YdgC
P0ACX3	ydhR b1667 JW1657	Putative monooxygenase YdhR (EC 1.-.-.-)
P0ACY3	yeaG b1783 JW1772	Uncharacterized protein YeaG
P0ACY6	yeaL b1789 JW1778	UPF0756 membrane protein YeaL
P0ACY9	yebG b1848 JW1837	Uncharacterized protein YebG
P0AD12	yeeZ b2016 JW1998	Protein YeeZ
P0AD17	yohC b2135 JW5356	Inner membrane protein YohC
P0AD19	yohK b2142 JW2130	Inner membrane protein YohK
P0AD27	yejM yejN b2188 JW2176	Inner membrane protein YejM
P0AD30	yfcA b2327 JW2324	Probable membrane transporter protein YfcA
P0AD35	yfdO oweS b2358 JW2355	Protein YfdO
P0AD47	yphA b2543 JW2527	Inner membrane protein YphA
P0AD72	pheL pheAE b2598 JW2579	phe operon leader peptide (phe operon attenuator peptide)
P0AD79	leuL leuLP b0075 JW0074	leu operon leader peptide (leu operon attenuator peptide)
P0AD83	pyrL b4246 JW4205	pyr operon leader peptide (pyrBI operon attenuator)
P0AD86	thrL b0001 JW4367	thr operon leader peptide (thr operon attenuator)
P0AD89	tnaC tnaL b3707 JW3685	Tryptophanase operon leader peptide
P0AD92	trpL trpEE b1265 JW1257	trp operon leader peptide
P0ADA5	yajG b0434 JW0424	Uncharacterized lipoprotein YajG
P0ADA7	osmB b1283 JW1275	Osmotically-inducible lipoprotein B
P0ADB1	osmE anr b1739 JW1728	Osmotically-inducible putative lipoprotein OsmE (Activator of ntr-like gene protein)
P0ADD7	yjjQ b4365 JW4329	Putative transcription factor YjjQ
P0ADE2	ytfK b4217 JW5749	Uncharacterized protein YtfK
P0ADF3	rhoL b3782 JW3755	rho operon leader peptide (RhoL)
P0ADI7	yecD b1867 JW5307	Isochorismatase family protein YecD (EC 3.-.-.-)
P0ADI9	yhhN b3468 JW3433	Uncharacterized membrane protein YhhN
P0ADJ3	yhjR b3535 JW3503	Protein YhjR
P0ADJ5	bcsF yhjT b3537 JW5663	Cellulose biosynthesis protein BcsF
P0ADJ8	yiaA b3562 JW3534	Inner membrane protein YiaA
P0ADK4	yiaW b3587 JW3559	Inner membrane protein YiaW
P0ADK6	yibA b3594 JW3568	Protein YibA
P0ADL6	yidG b3675 JW3651	Inner membrane protein YidG
P0ADM0	yidH b3676 JW3652	Inner membrane protein YidH
P0ADM4	yidQ b3688 JW5633	Uncharacterized protein YidQ
P0ADM8	yieE b3712 JW3690	Uncharacterized protein YieE
P0ADN6	yifL b4558 JW3781	Uncharacterized lipoprotein YifL
P0ADP2	yigI b3820 JW5588	Uncharacterized protein YigI
P0ADQ5	yiiE b3889 JW5929	Uncharacterized protein YiiE
P0ADR0	yqaA b2689 JW2664	Inner membrane protein YqaA
P0ADS6	yggE b2922 JW2889	Uncharacterized protein YggE
P0ADT2	ygiB b3037 JW5927	UPF0441 protein YgiB
P0ADT8	ygiM b3055 JW3027	Uncharacterized protein YgiM
P0ADX7	yhhA b3448 JW3413	Uncharacterized protein YhhA (ORFQ)
P0AE42	yqaE b2666 JW2641	UPF0057 membrane protein YqaE
P0AE48	ytfP b4222 JW4181	Gamma-glutamylcyclotransferase family protein YtfP
P0AE58	caiF b0034 JW0033	Transcriptional activatory protein CaiF
P0AE60	cedA ydjP b1731 JW1720	Cell division activator CedA
P0AE63	chaB b1217 JW1208	Putative cation transport regulator ChaB
P0AE78	corC ybeX b0658 JW0655	Magnesium and cobalt efflux protein CorC
P0AE91	creA yjjD b4397 JW4360	Protein CreA (Catabolite regulation protein A)
P0AEB7	yoaB b1809 JW5295	RutC family protein YoaB
P0AEC0	yoaE b1816 JW1805	UPF0053 inner membrane protein YoaE
P0AEH3	elaA yfbC b2267 JW2262	Protein ElaA
P0AEH8	yjiG b4329 JW4292	Inner membrane protein YjiG
P0AEL8	fimZ ybcA b0535 JW5073	Fimbriae Z protein
P0AEQ1	glcG yghC b2977 JW2944	Protein GlcG
P0AET5	hdeD yhiA b3511 JW3479	Protein HdeD
P0AEV4	hycA hevA b2725 JW2695	Formate hydrogenlyase regulatory protein HycA
P0AEV7	hycH hevH b2718 JW2688	Formate hydrogenlyase maturation protein HycH
P0AEY1	marC ydeB ydeC b1529 JW1522	UPF0056 inner membrane protein MarC
P0AF43	yjbB b4020 JW3980	Uncharacterized protein YjbB
P0AF45	yjbE b4026 JW3986	Uncharacterized protein YjbE
P0AF54	yjcH b4068 JW4029	Inner membrane protein YjcH
P0AF78	yjfJ b4182 JW4140	Uncharacterized protein YjfJ
P0AF80	yjfL b4184 JW4142	UPF0719 inner membrane protein YjfL
P0AF82	yjfN b4188 JW5742	Uncharacterized protein YjfN
P0AFA5	nfrB b0569 JW0558	Bacteriophage adsorption protein B (Bacteriophage N4 adsorption protein B)
P0AFI9	perM yfgO b2493 JW2478	Putative permease PerM
P0AFJ1	yjdM phnA b4108 JW4069	Protein YjdM
P0AFN6	yadH b0128 JW0124	Inner membrane transport permease YadH
P0AFP0	yadS b0157 JW0153	UPF0126 inner membrane protein YadS
P0AFP4	ybbO b0493 JW0482	Uncharacterized oxidoreductase YbbO (EC 1.-.-.-)
P0AFR0	rssA ychK b1234 JW1222	NTE family protein RssA
P0AFR4	yciO b1267 JW5196	Uncharacterized protein YciO
P0AFS7	ydiK b1688 JW1678	Putative transport protein YdiK
P0AFU2	yfbS b2292 JW2289	Uncharacterized transporter YfbS
P0AFV0	yibH b3597 JW3571	Inner membrane protein YibH
P0AFW8	rof yaeO b0189 JW0184	Protein rof
P0AFZ1	sseB b2522 JW5404	Protein SseB
P0AG27	yibN b3611 JW3586	Uncharacterized protein YibN
P0AG71	rmuC yigN b3832 JW3809	DNA recombination protein RmuC
P0AGJ5	yfiF b2581 JW2565	Uncharacterized tRNA/rRNA methyltransferase YfiF (EC 2.1.1.-)
P0AGM0	yhhT b3474 JW5680	Putative transport protein YhhT
P0AGM2	yicG b3646 JW3621	UPF0126 inner membrane protein YicG
P0AGM5	ychA sirB1 b1214 JW1205	UPF0162 protein YchA (Protein SirB1)
P0CB62	ymiA b4522 JW1267.1	Protein YmiA
P0CE49	insH1 b0259 JW0250	Transposase InsH for insertion sequence element IS5A
P0CE50	insH2 b0552 JW0540	Transposase InsH for insertion sequence element IS5B
P0CE51	insH3 b0656 JW0652	Transposase InsH for insertion sequence element IS5D
P0CE52	insH4 b1331 JW1324	Transposase InsH for insertion sequence element IS5F
P0CE53	insH6 b1994 JW1972	Transposase InsH for insertion sequence element IS5H
P0CE54	insH7 b2030 JW2014	Transposase InsH for insertion sequence element IS5I
P0CE55	insH8 b2192 JW2179	Transposase InsH for insertion sequence element IS5K
P0CE56	insH9 b2982 JW2949	Transposase InsH for insertion sequence element IS5LO
P0CE57	insH10 b3218 JW3185	Transposase InsH for insertion sequence element IS5R
P0CE58	insH11 b3505 JW3472	Transposase InsH for insertion sequence element IS5T
P0CE59	JW1882	Transposase InsH for insertion sequence element IS5-12
P0CE60	JW5895	Transposase InsH for insertion sequence element IS5-13
P0CE61	JW5914	Transposase InsH for insertion sequence element IS5-14
P0CE62	JW5928	Transposase InsH for insertion sequence element IS5-15
P0CE63	JW5935	Transposase InsH for insertion sequence element IS5-16
P0CE64	JW5936	Transposase InsH for insertion sequence element IS5-17
P0CE65	JW5951	Transposase InsH for insertion sequence element IS5-18
P0CF07	insA1 b0022 JW0021	Insertion element IS1 1 protein InsA (IS1a)
P0CF08	insA2 b0265 JW0257	Insertion element IS1 2 protein InsA (IS1b)
P0CF09	insA3 b0275 JW0269	Insertion element IS1 3 protein InsA (IS1c)
P0CF10	insA4 b4516 JW0971	Insertion element IS1 4 protein InsA (IS1d)
P0CF11	insA5 b1894	Insertion element IS1 5 protein InsA (IS1h)
P0CF12	insA6 b3444 JW3408	Insertion element IS1 6 protein InsA (IS1e)
P0CF13	insA8 JW2286	Insertion element IS1 8 protein InsA
P0CF25	insB1 b0021 JW0020	Insertion element IS1 1 protein InsB (IS1a)
P0CF26	insB2 b0264 JW0256	Insertion element IS1 2 protein InsB (IS1b)
P0CF27	insB3 b0274 JW0268	Insertion element IS1 3 protein InsB (IS1c)
P0CF28	insB5 b1893	Insertion element IS1 5 protein InsB (IS1h)
P0CF29	insB6 b3445 JW3409	Insertion element IS1 6 protein InsB (IS1e)
P0CF30	JW2285	Insertion element IS1 8 protein InsB
P0CF40	insC1 b0360 JW0351	Transposase InsC for insertion element IS2A
P0CF41	insC2 b1403 JW1400	Transposase InsC for insertion element IS2D
P0CF42	insC3 b1997 JW1978	Transposase InsC for insertion element IS2F
P0CF43	insC4 b2861 JW2829	Transposase InsC for insertion element IS2H
P0CF44	insC5 b3044 JW3012	Transposase InsC for insertion element IS2I
P0CF45	insC6 b4272 JW4229	Transposase InsC for insertion element IS2K
P0CF46	insC7 ybiA yuaJ ECOK12F021	Transposase InsC for insertion element IS2 on F plasmid
P0CF47	JW5900	Transposase InsC for insertion element IS2-8
P0CF48	JW5902	Transposase InsC for insertion element IS2-9
P0CF49	JW5919	Transposase InsC for insertion element IS2-10
P0CF50	JW5934	Transposase InsC for insertion element IS2-11
P0CF53	insD1 b0361 JW0352	Transposase InsD for insertion element IS2A
P0CF54	insD2 b1402 JW1397	Transposase InsD for insertion element IS2D
P0CF55	insD3 b1996 JW1975	Transposase InsD for insertion element IS2F
P0CF56	insD4 b2860 JW2826	Transposase InsD for insertion element IS2H
P0CF57	insD5 b3045 JW3013	Transposase InsD for insertion element IS2I
P0CF58	insD6 b4273 JW4230	Transposase InsD for insertion element IS2K
P0CF59	insD7 ybhB yuaI ECOK12F020	Transposase InsD for insertion element IS2 on F plasmid
P0CF60	insD8 b1578 JW1570	Putative transposase InsD for insertion element IS2E
P0CF61	JW5899	Transposase InsD for insertion element IS2-9
P0CF62	JW5903	Transposase InsD for insertion element IS2-10
P0CF63	JW5918	Transposase InsD for insertion element IS2-11
P0CF64	JW5933	Transposase InsD for insertion element IS2-12
P0CF66	insE1 b0298 JW5036	Transposase InsE for insertion sequence IS3A
P0CF67	insE2 b0373 JW5050	Transposase InsE for insertion sequence IS3B
P0CF68	insE3 b0540 JW5074	Transposase InsE for insertion sequence IS3C
P0CF69	insE4 b1027 JW5144	Transposase InsE for insertion sequence IS3D
P0CF70	insE5 b2088 JW5341	Transposase InsE for insertion sequence IS3E
P0CF71	insE6 yaaA ECOK12F001	Transposase InsE for insertion sequence IS3fA
P0CF72	insE7 ybfA ECOK12F018	Transposase InsE for insertion sequence IS3fB
P0CF79	insF1 b0299 JW0293	Transposase InsF for insertion sequence IS3A
P0CF80	insF2 b0372 JW0363	Transposase InsF for insertion sequence IS3B
P0CF81	insF3 b0541 JW0529	Transposase InsF for insertion sequence IS3C
P0CF82	insF4 b1026 JW1012	Transposase InsF for insertion sequence IS3D
P0CF83	insF5 b2089 JW2073	Transposase InsF for insertion sequence IS3E
P0CF84	insF6 yaaB ECOK12F002	Transposase InsF for insertion sequence IS3fA
P0CF86	yfjU b2638	Putative arsenate reductase-like protein
P0CF87	yfjU JW2619	Putative arsenate reductase (EC 1.20.4.1) (Arsenical pump modifier)
P0CF89	insI3 b1404 JW1401	Transposase InsI for insertion sequence element IS30C
P0CF90	insI4 b4284 JW4244	Transposase InsI for insertion sequence element IS30D
P0CF91	insL1 b0016 JW0015	Putative transposase InsL for insertion sequence element IS186A
P0CF92	insL2 b0582 JW0572	Putative transposase InsL for insertion sequence element IS186B
P0CF93	insL3 b2394 JW5390	Putative transposase InsL for insertion sequence element IS186C
P0DP21	yjiP rpnD b4338 JW5953	Putative inactive recombination-promoting nuclease-like protein YjiP
P0DP22	yjiQ rpnD b4339 JW4302	Putative inactive recombination-promoting nuclease-like protein YjiQ
P0DP63	ybeH b4581 JW0620 b0625	Putative protein YbeH
P0DP64	ybeM b4581 JW0621 b0626	Putative protein YbeM
P0DP69	phnE1 b4104 JW4065	Putative cryptic phosphonate transport system permease protein PhnE1
P0DPC4	ytiC ytiB b4720	Protein YtiC
P0DPC5	ytiD b4721	Protein YtiD
P0DPC6	idlP orf27 b4722	iraD leader peptide
P0DPC7	rseD orf51 b4725	rpoE leader peptide
P0DPD1	ldrC b4423 JW5959	Small toxic polypeptide LdrC
P0DPO4	ynaM b4744	Protein YnaM
P0DPO8	ynfT ynfQ b4748	Protein YnfT
P0DPP0	ynfS b4750	Protein YnfS
P0DPP2	yoaL b4751	Protein YoaL
P0DQD7	gndA	Protein GndA
P0DSE4	argL b4766	Putative translational regulatory protein ArgL
P0DSG0	pssL b4782	Protein PssL
P0DSH2	baxL b4794	Putative translational regulatory protein BaxL
P0DSH3	yibX b4795	Protein YibX
P0DUM3	timP b4812	Putative toxic protein TimP
P10030	pifC C repC ECOK12F041	Transcriptional repressor PifC (Protein C)
P10805	envY b0566 JW0555	Porin thermoregulatory protein EnvY
P11286	yiaB b3563 JW5654	Inner membrane protein YiaB
P11290	yibD b3615 JW3590	Uncharacterized glycosyltransferase YibD (EC 2.4.-.-)
P11291	yzcX cyaX b3808 JW3780	Protein YzcX (CyaX) (O161)
P11447	argH b3960 JW3932	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)
P11519	flmC ORF70 ECOK12F065	Protein FlmC (F-plasmid maintenance protein C)
P11663	fumE yggD b2929 JW2896	Fumarase E (EC 4.2.1.2)
P11664	yggC b2928 JW2895	Uncharacterized protein YggC
P11866	tdcR b3119 JW5525	Threonine dehydratase operon activator protein
P12994	ybhB b0773 JW0756	UPF0098 protein YbhB
P13959	repA2 copB ECOK12F006	Replication regulatory protein RepA2 (Protein CopB)
P13970	srnB ECOK12F004/ECOK12F005	Protein SrnB
